Order ID,Order Date,Day,Country,City,Lat,Lng,Full Name,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Total Cost,Status,Gender
11159,15/05/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Salim Iibrahim,Gaming Console,Microsoft Xbox,Xbox Series S,B112,5,299,31.9033,287.1297,True,Female
11160,15/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Faras Eaqad,Gaming Console,Microsoft Xbox,Xbox One X,S153,5,299,1168.8209,2865.4964,True,Male
11161,15/05/2023,Mon,USA,new york,40.7128,-74.006,Amjad Qadimati,Smart Speaker,Google Nest,Nest Hub (2nd Gen),Z125,4,99,23.166,83.754,True,Female
11162,15/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Faras Khuluf,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,U950,3,599,720.4772,116.206,True,Female
11163,15/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Sali Zaki,Gaming Console,Microsoft Xbox,Xbox One X,Z948,4,299,205.9213,162.4168,True,Male
11164,15/05/2023,Wed,France,paris,48.8566,2.3522,Rim Bdry,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,L700,5,39,6.2322,31.5276,True,Female
11165,15/05/2023,Wed,United Arab Emirates,abu dhabi,24.4764,54.3705,Rahaf Kiwan,Smartwatch,Samsung Galaxy,Galaxy Watch 4,Y012,3,349,311.5872,103.8624,True,Female
11166,15/05/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Nabulsi,Smart Speaker,Amazon Echo,Echo Show 8,P617,4,129,49.8069,104.7222,True,Male
11167,15/05/2023,Wed,France,paris,48.8566,2.3522,Ghada Sultan,Laptop,ASUS ROG,ASUS ROG Strix G15,H046,4,1099,118.4722,258.4848,True,Female
11168,15/05/2023,Mon,USA,new york,40.7498,-73.9814,Asf Alnisrin,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,K406,3,229,144.3845,111.065,True,Female
11169,15/05/2023,Fri,Saudi Arabia,jeddah,21.4858,39.1925,Zunar Ratib,VR Headset,Oculus Quest,Oculus Quest 3,W472,3,599,501.4828,87.2144,False,Male
11170,15/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Zunar Kiwan,Laptop,Microsoft Surface,Surface Book 3,Q903,8,1599,3071.3592,125.3616,False,Female
11171,15/05/2023,Tue,Morocco,casablanca,33.5731,7.5898,Mahir Almunzilijiu,Smartphone,Xiaomi Mi,Xiaomi Mi 12,B265,3,799,437.2128,421.872,True,Female
11172,15/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Bilal Almunzilijiu,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),J501,3,399,326.5416,233.7741,True,Male
11173,15/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Ayham Sabih,Gaming Console,Sony PlayStation,PlayStation 2,X918,6,99,46.0944,130.6008,True,Female
11174,15/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Alaa Shalish,VR Headset,Samsung Odyssey,Samsung Odyssey G9,F340,6,1499,270.5695,170.886,False,Female
11175,15/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Fatir Aleasimii,Smartphone,Apple iPhone,iPhone 12,Y523,5,899,1046.436,174.406,True,Male
11176,15/05/2023,Tue,Syria,homs,34.7326,36.7136,Abd Alruhmin Salih,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,R814,2,799,316.0844,455.7496,False,Female
11177,15/05/2023,Sun,Syria,damascus,33.5146,36.3084,Bayan Altynawi,VR Headset,Pimax Vision,Pimax Vision 8KX,G557,3,999,816.9822,892.107,True,Female
11178,15/05/2023,Tue,Syria,damascus,33.5146,36.3084,Muhamad Alghumyan,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,P826,7,99,1.9206,96.03,True,Male
11179,15/05/2023,Thu,Egypt,asyut,27.1809,31.1837,Qasim Ziada,Tablet,Microsoft Surface,Surface Pro 7,Z817,1,799,463.1004,683.6244,False,Female
11180,15/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Layzaan Shaqir,Laptop,Microsoft Surface,Surface Book 3,Z628,4,1599,2014.74,3684.096,True,Female
11181,15/05/2023,Wed,Syria,homs,34.7326,36.7136,Rana Iibrahim,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,Q903,4,99,45.5994,43.659,True,Male
11182,15/05/2023,Sat,France,paris,48.8566,2.3522,Basimah Aleusud,Digital Camera,Fujifilm X Series,Fujifilm X100V,C793,7,1399,322.3296,174.5952,True,Female
11183,15/05/2023,Wed,Syria,homs,34.7326,36.7136,Khaldun Mius,VR Headset,Pimax Vision,Pimax Vision 5K Super,Q104,2,899,61.6714,343.5978,True,Female
11184,15/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Fulla Dw,Smartwatch,Fossil Gen,Fossil Gen 5E,I036,2,199,89.7092,168.4336,True,Male
11185,15/05/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Jamil Qbany,Headphones,Sony WH,Sony WH-1000XM4,S735,4,349,122.499,213.588,False,Female
11186,15/05/2023,Mon,Syria,homs,34.7326,36.7136,Husam Aljawfani,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,A280,4,229,2.1526,157.1398,True,Female
11187,15/05/2023,Fri,USA,new york,40.7498,-73.9814,Zunar Alfywmi,Smartwatch,Fossil Gen,Fossil Gen 5E,J885,4,199,185.3088,34.3872,True,Male
11188,15/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Eamra Aljuju,Digital Camera,Nikon Z Series,Nikon Z50,S055,4,799,531.335,834.955,True,Female
11189,15/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Ahmad Wabi,VR Headset,Valve Index,Valve Index VR Kit,E274,5,999,652.5468,799.5996,False,Female
11190,15/05/2023,Mon,Syria,damascus,33.5146,36.3084,Madlin Aleakari,Tablet,Microsoft Surface,Surface Go 2,J536,7,399,143.2011,116.109,True,Male
11191,15/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Iilian Aleabd,Smartphone,Samsung Galaxy,Galaxy A72,C787,2,499,309.38,454.09,True,Female
11192,15/05/2023,Sat,Saudi Arabia,riyadh,24.7743,46.7386,Shadi Bitahish,Tablet,Microsoft Surface,Surface Pro 7,Y716,7,799,424.269,194.157,True,Female
11193,15/05/2023,Fri,United Arab Emirates,abu dhabi,24.4764,54.3705,Ghalib Nazal,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,J302,5,199,155.22,139.3,False,Male
11194,15/05/2023,Wed,USA,las vegas,36.1699,-115.1398,Sami Ahmad,VR Headset,Oculus Rift S,Oculus Rift 2,P598,7,499,622.752,910.176,False,Female
11195,15/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Samir Sadqawi,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,R361,5,1799,2768.661,1435.602,True,Female
11196,15/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Tahani Naghnagh,Laptop,Acer Swift,Acer Swift 5,W408,4,999,26.973,80.919,False,Male
11197,15/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Farahat,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",S190,3,1099,593.46,59.346,True,Female
11198,15/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Omar Naeim,Smartwatch,Fossil Gen,Fossil Gen 6,N330,3,299,8.3421,38.9298,True,Female
11199,15/05/2023,Wed,USA,new york,40.7312,-73.9998,Amira Abu,VR Headset,HTC Vive,HTC Vive Pro,W207,5,799,186.0072,93.0036,False,Male
11200,15/05/2023,Fri,USA,las vegas,36.1673,-115.1492,Iad Aljasim,VR Headset,HP Reverb,HP Reverb G2,N259,4,599,32.7054,643.2062,True,Female
11201,15/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ruba Alhamuwd,Gaming Console,Sony PlayStation,PlayStation 3 Slim,D767,7,199,1.791,107.46,True,Female
11202,16/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Danah Zinu,Laptop,Dell XPS,XPS 15,K725,4,1599,3722.472,2714.3025,True,Male
11203,16/05/2023,Tue,USA,new york,40.7128,-74.006,Karam Zyny,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,P344,4,799,54.2521,651.0252,True,Female
11204,16/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Shilan Nuna,Tablet,Samsung Galaxy Tab,Galaxy Tab S8,W242,3,649,1644.8256,249.216,True,Female
11205,16/05/2023,Mon,Saudi Arabia,dammam,26.3927,49.9777,Madlin Almasri,Smartwatch,Apple Watch,Apple Watch SE,E484,4,279,306.1746,275.0382,True,Male
11206,16/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Salih Damrani,Smart Speaker,Apple HomePod,Apple HomePod mini,N498,3,99,107.217,63.954,True,Female
11207,16/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Bashaer Kiali,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,A857,3,179,40.275,140.157,True,Female
11208,16/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ruyda Dahbur,Fitness Tracker,Withings Move,Withings Move ECG,F650,6,129,68.628,107.844,False,Male
11209,16/05/2023,Tue,France,paris,48.8566,2.3522,Muhamad Salayk,Smartphone,Apple iPhone,iPhone SE,R021,3,399,101.2662,71.2614,True,Female
11210,16/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Asra Alkhatib,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,L043,3,229,29.8158,91.5771,False,Female
11211,16/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Mahir Bytar,Tablet,Lenovo Tab,Lenovo Tab M7,J536,2,79,12.3872,30.1938,True,Male
11212,16/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Ehab Dahbur,VR Headset,Oculus Rift,Oculus Rift S,Z398,4,399,219.051,17.955,True,Female
11213,16/05/2023,Fri,Egypt,asyut,27.1809,31.1837,Muhamad Nhl,VR Headset,Valve Index,Valve Index VR Kit,L571,5,999,1078.92,929.07,True,Female
11214,16/05/2023,Mon,United Arab Emirates,dubai,25.2048,55.2708,Muayid Kashik,Smart Speaker,Harman Kardon,Harman Kardon Allure,N430,3,249,152.139,147.4578,True,Male
11215,16/05/2023,Tue,USA,new york,40.7312,-73.9998,Salim Shakur,VR Headset,HTC Vive,HTC Vive Cosmos Elite,J073,7,899,1259.8586,1308.944,False,Female
11216,16/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Alhindi,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,B938,5,249,409.9536,488.04,True,Female
11217,16/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Qadimati,Smart Speaker,JBL Link,JBL Link 20,G451,4,99,102.6432,13.3056,False,Male
11218,16/05/2023,Tue,USA,new york,40.7498,-73.9814,Mazin Alshalaq,Smart Speaker,Harman Kardon,Harman Kardon Citation,H320,6,199,47.76,137.5488,True,Female
11219,16/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Dania Khalil,Laptop,Lenovo Legion,Lenovo Legion 5,Z227,2,1099,637.42,384.65,False,Female
11220,16/05/2023,Mon,Morocco,casablanca,33.5731,7.5898,Rama Hawria,Tablet,Amazon Fire HD,Amazon Fire HD 8,H520,4,89,52.7058,75.294,True,Male
11221,16/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Alghumyan,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,R209,5,1199,305.5052,229.1289,True,Female
11222,16/05/2023,Wed,USA,las vegas,36.1699,-115.1398,Salam Marzuq,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,X132,5,99,12.0978,5.5836,True,Female
11223,16/05/2023,Wed,Syria,aleppo,36.2021,37.1343,Amal Alghumyan,Smartwatch,Fossil Gen,Fossil Gen 5E,Q832,3,199,59.103,177.309,True,Male
11224,16/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ali Dakhal,Smartwatch,Huawei Watch,Huawei Watch GT 2e,H466,3,129,338.3154,247.3704,True,Female
11225,16/05/2023,Mon,France,paris,48.8566,2.3522,Amira Iad,Smartwatch,Apple Watch,Apple Watch Series 7,G405,4,399,147.0714,34.8327,True,Female
11226,16/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Emar Eisaa,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,R660,4,299,243.2066,219.765,False,Male
11227,16/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Samir Alhusayn,Smartphone,Oppo Find,Oppo Find X4 Pro,K081,5,899,531.9383,662.7428,True,Female
11228,16/05/2023,Mon,Syria,damascus,33.5146,36.3084,Muhamad Almisri,Gaming Console,Nintendo Switch,Nintendo Switch Pro,Z924,5,399,72.0195,159.201,True,Female
11229,16/05/2023,Mon,Saudi Arabia,dammam,26.3927,49.9777,Muhamad Sharina,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,X856,4,799,992.0384,1534.5594,True,Male
11230,16/05/2023,Thu,USA,new york,40.7498,-73.9814,Muhamad Salih,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,Q963,2,849,955.2948,560.0004,True,Female
11231,16/05/2023,Thu,Saudi Arabia,riyadh,24.7743,46.7386,Salih Sabiq,Smartphone,OnePlus,OnePlus Nord 2,R236,1,399,129.0366,273.714,True,Female
11232,16/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Ismaeil Taliea,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,Y590,1,349,246.6732,262.9017,True,Male
11233,16/05/2023,Mon,Syria,damascus,33.5146,36.3084,Lama Ramadan,Gaming Console,Sony PlayStation,PlayStation 3 Slim,F340,4,199,183.3188,85.8088,True,Female
11234,16/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Fatima Shbyb,Gaming Console,Retro Console,Super NES Classic,B377,5,99,124.7004,130.284,True,Female
11235,16/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Layzaan Sakar,Fitness Tracker,Withings Move,Withings Move ECG,A259,4,129,61.3137,123.8787,True,Male
11236,16/05/2023,Tue,USA,new york,40.7312,-73.9998,Sulayman Alyasin,Gaming Console,Microsoft Xbox,Xbox Series S,E715,2,299,108.4174,140.6496,True,Female
11237,16/05/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Hasan Ghazzawi,Tablet,Amazon Fire,Amazon Fire HD 10,E715,5,149,72.0564,70.6707,True,Female
11238,16/05/2023,Wed,Morocco,casablanca,33.5731,7.5898,Kinda Dwalyby,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",T592,4,899,2183.4912,33.0832,True,Male
11239,16/05/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Aleasimii,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,Y692,4,1199,34.5312,805.728,True,Female
11240,16/05/2023,Fri,United Arab Emirates,abu dhabi,24.4539,54.3773,Emar Zueitr,Smart Speaker,Google Nest Hub,Google Nest Hub Max,H046,4,229,191.673,142.209,False,Female
11241,16/05/2023,Wed,Saudi Arabia,dammam,26.3927,49.9777,Jablah Almusaa,Smartphone,Samsung Galaxy,Galaxy A52,C787,3,399,314.0928,321.7536,True,Male
11242,16/05/2023,Wed,USA,new york,40.7312,-73.9998,Bisam Alhamid,Smartphone,Samsung Galaxy,Galaxy M32,W669,6,249,19.92,209.16,True,Female
11243,16/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Nakaash,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),P939,3,129,515.7936,644.742,True,Female
11244,16/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Jihad Hamuwd,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,C793,3,179,147.3528,99.9894,True,Male
11245,16/05/2023,Wed,Syria,aleppo,36.2021,37.1343,Rim Alhamid,Smart Speaker,Google Nest,Nest Hub (2nd Gen),H466,5,99,17.6814,67.9338,True,Female
11246,16/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Batual Aljabaan,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,R426,4,249,106.4475,146.661,False,Female
11247,16/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Eizat Aljarshi,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,E301,7,1799,1480.9368,634.6872,False,Male
11248,16/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Ahmad Shaeban,Smart Speaker,Harman Kardon,Harman Kardon Allure,V236,5,249,21.9618,126.8904,True,Female
11249,16/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Layzaan Alyaghshiu,Gaming Console,Microsoft Xbox,Xbox One X,C192,5,299,55.1057,191.4198,True,Female
11250,16/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Abd Alruhmin Almusaa,Smartwatch,Garmin Venu,Garmin Venu 2S,C787,4,349,29.2113,6.4914,True,Male
11251,16/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Amjad Alkalu,Tablet,Amazon Fire,Amazon Fire HD 10,Z074,4,149,24.8234,11.6816,False,Female
11252,16/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Ahmad Alaqre,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,Z948,3,599,4295.5488,2794.6944,True,Female
11253,16/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Bashshar Suqabani,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),C308,3,49,13.671,15.435,False,Male
11254,16/05/2023,Fri,Saudi Arabia,jeddah,21.5433,39.1728,Eala Asamh Tubae,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),A280,4,129,97.3434,73.3236,True,Female
11255,16/05/2023,Tue,USA,new york,40.7498,-73.9814,Ahmad Ayman,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,H130,2,1299,823.0464,49.8816,False,Female
11256,16/05/2023,Mon,France,paris,48.8566,2.3522,Ayham Altahhan,Gaming Console,Retro Console,Super NES Classic,R252,8,99,121.6512,326.9376,True,Male
11257,16/05/2023,Tue,USA,new york,40.7498,-73.9814,Sami Musuh,Tablet,Samsung Galaxy Tab,Galaxy Tab S8,F510,6,649,201.4496,50.3624,False,Female
11258,16/05/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Lina Alkhlf,Smartphone,Samsung Galaxy,Galaxy M32,Z144,3,249,246.51,149.4,True,Female
11259,16/05/2023,Wed,Saudi Arabia,aseer,18.2311,42.5004,Ayham Biallah,Gaming Console,Microsoft Xbox,Xbox One X,A280,4,299,199.5526,185.4996,True,Male
11260,16/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Rim Shakir,Smartphone,OnePlus,OnePlus 10 Pro,R551,3,999,527.472,872.7264,True,Female
11261,16/05/2023,Wed,United Arab Emirates,abu dhabi,24.4764,54.3705,Saed Eabidin,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",S787,6,1099,548.6208,348.1632,False,Female
11262,16/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Esamat Shiah,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,T132,3,3499,818.766,31.491,False,Male
11263,16/05/2023,Mon,Saudi Arabia,dammam,26.3927,49.9777,Ghalib Eubayd,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,N259,2,129,88.8423,111.3657,True,Female
11264,16/05/2023,Wed,France,paris,48.8566,2.3522,Emar Antun,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,J860,3,129,241.488,27.864,False,Female
11265,16/05/2023,Mon,USA,washington,38.9072,-77.0369,Muhamad Salim,Headphones,Bose SoundSport,Bose SoundSport Free,J073,4,179,8.771,105.252,True,Male
11266,16/05/2023,Mon,USA,new york,40.7498,-73.9814,Kholoud Ghazzawi,Smartphone,Apple iPhone,iPhone SE,N507,5,399,283.689,333.963,True,Female
11267,16/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Muayid Alhabis,Smart Speaker,Sonos One,Sonos One SL,S501,4,179,110.7652,19.5468,True,Female
11268,16/05/2023,Mon,Syria,damascus,33.5146,36.3084,Basmah Alnasar,Smart Speaker,Harman Kardon,Harman Kardon Citation,W669,5,199,1.9701,17.7309,True,Male
11269,16/05/2023,Wed,Morocco,casablanca,33.5731,7.5898,Rwbyna Kiali,VR Headset,Pimax Vision,Pimax Vision 5K Super,D767,4,899,819.3486,748.867,False,Female
11270,16/05/2023,Mon,USA,new york,40.7128,-74.006,Faras Tamim,VR Headset,Oculus Quest,Oculus Quest 3,H016,5,599,485.19,404.325,True,Female
11271,16/05/2023,Wed,Syria,aleppo,36.2021,37.1343,Fahd Alshiyraziu,Laptop,Dell XPS,XPS 15,A306,6,1599,87.3054,1193.1738,True,Male
11272,16/05/2023,Mon,Syria,homs,34.7326,36.7136,Husayn Shaeban,Smart Speaker,Google Nest,Nest Hub (2nd Gen),X173,4,99,25.3935,211.6125,True,Female
11273,16/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Rulaa Sabagh,Laptop,Dell XPS,XPS 13,W336,2,1299,11.691,23.382,True,Female
11274,16/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Omar Iidris,Headphones,Bose QuietComfort,QC45,C787,4,349,119.358,172.406,True,Male
11275,16/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Abd Alwahhab Qarqazan,Smart Speaker,Sonos One,Sonos One SL,Y998,3,179,136.8276,85.9558,False,Female
11276,16/05/2023,Tue,Syria,damascus,33.5146,36.3084,Jihan Shalish,VR Headset,Valve Index,Valve Index VR Kit,X610,3,999,276.9228,494.505,True,Female
11277,16/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Lawiy Mikayiylian,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,W408,3,199,362.4984,197.7264,True,Male
11278,16/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Sarih Aldamshqi,Tablet,Microsoft Surface,Surface Go 2,N507,3,399,359.1,251.37,True,Female
11279,16/05/2023,Sat,United Arab Emirates,fujairah,25.1286,56.3242,Omar Alnashar,Laptop,Dell XPS,XPS 13,W207,7,1299,1713.6408,1335.6318,True,Female
11280,16/05/2023,Tue,France,paris,48.8566,2.3522,Rim Alkhibaz,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,J768,5,649,591.4986,398.3562,True,Male
11281,16/05/2023,Sun,USA,las vegas,36.1699,-115.1398,Muhamad Alsyqly,Laptop,HP Envy,Envy 15,S691,4,1199,631.1536,1893.4608,False,Female
11282,16/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Ahmad Eataya,Gaming Console,Microsoft Xbox,Xbox Original,U287,3,69,177.1092,377.3196,True,Female
11283,16/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Dania Eabuwd,Gaming Console,Microsoft Xbox,Xbox 360,R466,4,149,128.4976,71.5498,False,Male
11284,16/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Aysar Alkhuriu,VR Headset,Sony PlayStation,PlayStation VR,Z628,6,299,290.0898,99.6268,True,Female
11285,16/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Iin Almilat,VR Headset,Sony PlayStation,PlayStation VR,O569,5,299,77.5008,749.1744,False,Female
11286,16/05/2023,Tue,USA,new york,40.7312,-73.9998,Husam Ezqul,Fitness Tracker,Garmin Approach,Garmin Approach S12,E365,6,199,55.521,8.955,False,Male
11287,16/05/2023,Wed,USA,new york,40.7498,-73.9814,Ayham Aleuryan,Gaming Console,Sony PlayStation,PlayStation 2,R021,1,99,62.6076,99.4356,True,Female
11288,16/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Omar Sharina,Smart Speaker,Harman Kardon,Harman Kardon Citation,R143,4,199,103.1616,164.2944,False,Female
11289,16/05/2023,Wed,USA,new york,40.7498,-73.9814,Fatima Faris,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,Z074,5,199,149.648,168.354,True,Male
11290,16/05/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Fatima Alghumyan,Laptop,Apple MacBook,"MacBook Pro 16""",T391,7,2399,1178.8686,1615.4866,True,Female
11291,16/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Ahmad Alhuri,Headphones,Sennheiser HD,Sennheiser HD 660S,F340,3,499,194.61,174.65,True,Female
11292,16/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Husam Almawsiliu,Gaming Console,Microsoft Xbox,Xbox 360,F340,5,149,302.5296,142.8612,True,Male
11293,16/05/2023,Fri,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Alhindi,Laptop,HP Envy,Envy 15,D297,4,1199,105.7518,1022.2674,True,Female
11294,16/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Ali Shiah,Tablet,Apple iPad,"iPad Pro 12.9""",U416,4,999,1468.53,1331.4672,True,Female
11295,16/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Husam Naghnagh,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,X364,4,1199,1316.502,194.238,True,Male
11296,16/05/2023,Mon,Syria,damascus,33.5146,36.3084,Samah Eisaa,Smartphone,Samsung Galaxy,Galaxy A72,N487,8,499,190.2687,111.3768,True,Female
11297,16/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Muhamad Muhamad,Smartphone,Apple iPhone,iPhone 12,L106,3,899,1233.428,299.5468,True,Female
11298,16/05/2023,Mon,France,paris,48.8566,2.3522,Shadi Abu Taqih,Smartwatch,Fossil Gen,Fossil Gen 5E,F655,3,199,1222.656,1039.2576,True,Male
11299,16/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Bayan Ayman,VR Headset,Oculus Quest,Oculus Quest 3,Y590,4,599,539.1,257.57,True,Female
11300,16/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Amir Aljazayiriu,Laptop,Apple MacBook,"MacBook Pro 16""",Y882,5,2399,567.6034,2008.4428,True,Female
11301,16/05/2023,Wed,United Arab Emirates,abu dhabi,24.4764,54.3705,Rashad Aljawabiruh,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,J408,4,249,84.7596,208.4628,True,Male
11302,16/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Randa Dawud,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,E804,5,199,69.4908,185.3088,True,Female
11303,16/05/2023,Fri,Saudi Arabia,dammam,26.3927,49.9777,Muhamad Zarie,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,W278,6,1199,275.77,88.2464,True,Female
11304,17/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Labanaa Jalal,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,B099,4,1199,938.3374,1014.7137,True,Male
11305,17/05/2023,Tue,USA,washington,38.9072,-77.0369,Muhamad Zaki,Tablet,Microsoft Surface,Surface Go 2,Q149,1,399,246.9012,268.6866,True,Female
11306,17/05/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Abd Albasit Eammar,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,P653,5,799,54.2521,201.5078,True,Female
11307,17/05/2023,Mon,France,paris,48.8566,2.3522,Rasha Alsaman,Gaming Console,Sony PlayStation,PlayStation 4 Slim,J212,4,299,78.039,182.988,True,Male
